artnr;artnm;Leverancier;Artikelnr leverancier;Werkdruk (bar);2delig_1 - Huls;2delig_1 - Persmaat (mm);2delig_1 - Schilmaat intern (mm);2delig_1 - Schilmaat extern (mm);2delig_2 - Huls;2delig_2 - Persmaat (mm);2delig_2 - Schilmaat intern (mm);2delig_2 - Schilmaat extern (mm)
2370N-06V10-LL;MTR POLYFLEX SLANG LONG LENGTH;Parker;2370N-06V10-LL;;;;;;;;;
2370N-08/3-FACH;MTR POLYFLEX SLANG;Parker;2370N-08/3-FACH;;;;;;;;;
2370N-08-08V10V10;MTR POLYFLEX SLANG;Parker;2370N0808V10V10-DL;;;;;;;;;
2370N-08V10;MTR POLYFLEX SLANG;Parker;2370N-08V10;;;;;;;;;
2380F-08V07;THERMOPLASTIC HIGH PRESSURE 12.8MM (1/2) DN12 W.P. 350 BAR;Parker;2380F-08V07;350;;;;;;;;
2380F-10V07;THERMOPLASTIC HIGH PRESSURE 16.0MM (5/8) DN16 W.P. 300 BAR;Parker;2380F-10V07;300;;;;;;;;
2380F-12V07-P;MTR POLYFLEX SLANG;Parker;2380F-12V07-P;;;;;;;;;
2380M-04V30W;PARKER POLYFLEX SLANG BLACK;Parker;2380M-04V30W;;;;;;;;;
2380N-025V10;PARKER POLYFLEX SLANG BLACK;Parker;2380N-025V10;;;;;;;;;
2380N-025V15V15;MTR POLYFLEX SLANG HYTORC COLOR;Parker;2380N-025V15V15-HYTORC;;;;;;;;;
2380N04-04V00V00;MTR POLYFLEX SLANG;Parker;2380N04-04V00V00;;;;;;;;;
2380N04-04V02V04;MTR POLYFLEX SLANG RED/BLUE;Parker;2380N-04-04V02V04;;;;;;;;;
2380N04-04V04V06;MTR POLYFLEX SLANG;Parker;2380N04-04V04V06;;;;;;;;;
2380N-04-04V08V08-HYT;MTR POLYFLEX SLANG HYTORC COLOR;Parker;2380N-04-04V08V08-HYT;;;;;;;;;
2380N-04V00;MTR POLYFLEX SLANG;Parker;2380N-04V00;;;;;;;;;
2380N-04V02;MTR POLYFLEX SLANG BLUE;Parker;2380N-04V02;;;;;;;;;
2380N-04V04;MTR POLYFLEX SLANG RED;Parker;2380N-04V04;;;;;;;;;
2380N-06V10;PARKER POLYFLEX SLANG BLACK;Parker;2380N-06V10;575;;;;;;;;
2380N-16V12;MTR POLYFLEX SLANG DN25 BLUE;Parker;2380N-16V12;;;;;;;;;
2380N-16V13;MTR POLYFLEX SLANG DN25 GREEN;Parker;2380N-16V13;;;;;;;;;
2380N-16V16;MTR POLYFLEX SLANG DN25 YELLOW;Parker;2380N-16V16;;;;;;;;;
2380N-20V30;MTR POLYFLEX SLANG DN32;Parker;2380N-20V30;275;;;;;;;;
2388N-04-04V04V04;MTR POLYFLEX SLANG;Parker;2388N-04-04V04V04;;;;;;;;;
2388N-04V00;MTR POLYFLEX SLANG;Parker;2388N-04V00-DL;;;;;;;;;
2388N-08V12;MTR POLYFLEX SLANG;Parker;2388N-08V12;;;;;;;;;
2390N-04V00;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLACK;Parker;2390N-04V00;;;;;;;;;
2390N-04V10;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLACK;Parker;2390N-04V10-DL;;;;;;;;;
2390N-04V12;MTR POLYFLEX HIGH PRESSURE HOSE DN06 BLUE;Parker;2390N-04V12-DL;;;;;;;;;
2390N-04V16;MTR POLYFLEX HIGH PRESSURE HOSE DN06 YELLOW;Parker;2390N-04V16-DL;;;;;;;;;
2390N-08V10;MTR POLYFLEX HIGH PRESSURE HOSE DN12;Parker;2390N-08V10;;;;;;;;;
2390N-08V12;MTR POLYFLEX HIGH PRESSURE HOSE DN12 BLUE;Parker;2390N-08V12-DL;;;;;;;;;
2390N-08V13;MTR POLYFLEX HIGH PRESSURE HOSE DN12 GREEN;Parker;2390N-08V13-DL;;;;;;;;;
2390N-08V16;MTR POLYFLEX HIGH PRESSURE HOSE DN12 YELLOW;Parker;2390N-08V16-DL;;;;;;;;;
2390N-08V91;MTR POLYFLEX HIGH PRESSURE HOSE DN12 BLACK;Parker;2390N-08V91;;;;;;;;;
2390N-12-12V00V00;MTR POLYFLEX HIGH PRESSURE HOSE TWIN DN20;Parker;2390N-12-12V00V00;;;;;;;;;
2390N-12V03;MTR POLYFLEX HIGH PRESSURE HOSE DN20 GREEN;Parker;2390N-12V03;;;;;;;;;
2390N-16V12;MTR POLYFLEX HIGH PRESSURE HOSE DN20 BLUE;Parker;2390N-16V12;;;;;;;;;
2390N-16V13;MTR POLYFLEX HIGH PRESSURE HOSE DN25 GREEN;Parker;2390N-16V13;;;;;;;;;
2390N-16V16;MTR POLYFLEX HIGH PRESSURE HOSE DN25 YELLOW;Parker;2390N-16V16;;;;;;;;;
2440D-025V32-TC;ULTRA HIGH PRESSURE HOSE DN 04;Parker;2440D-025V32-TC;;;;;;;;;
2440D-03V32;ULTRA HIGH PRESSURE HOSE DN 05 180 MPA;Parker;2440D-03V32-DL;1800;;;;;;;;
2440D-03V37;ULTRA HIGH PRESSURE HOSE DN 05 180 MPA;Parker;2440D-03V37-DL;1800;;;;;;;;
2440D-04V32;ULTRA HIGH PRESSURE HOSE DN 06 120MPA;Parker;2440D-04V32;1200;;;;;;;;
2440D-05V32;ULTRA HIGH PRESSURE HOSE DN 08;Parker;2440D-05V32;;;;;;;;;
2440N-06V30;ULTRA HIGH PRESSURE HOSE 140 MPA;Parker;2440N-06V30;1400;;;;;;;;
2440N-08V30;ULTRA HIGH PRESSURE HOSE 130 MPA;Parker;2440N-08V30;1300;;;;;;;;
2440N-12V30;ULTRA HIGH PRESSURE HOSE 100 MPA;Parker;2440N-12V30;1000;;;;;;;;
2440N-16V30;ULTRA HIGH PRESSURE HOSE;Parker;2440N-16V30;900;;;;;;;;
2440N-16V37;ULTRA HIGH PRESSURE HOSE;Parker;2440N-16V37;;;;;;;;;
2440N-16V91/16-43.2MM-10K;ULTRA HIGH PRESSURE HOSE DOUBLE WALL 1″;Parker;2440N-16V91/16-43.2MM-10K;;;;;;;;;
2580N-06V12;PARKER POLYFLEX SLANG DARK BLUE DN10 1600 BAR;Parker;2580N-06V12;1600;;;;;;;;
2580N-08V12;PARKER POLYFLEX SLANG DARK BLUE DN12 1400 BAR;Parker;2580N-08V12;1400;;;;;;;;
2640D-03V32;ULTRA HIGH PRESSURE HOSE DN 05 250 MPA;Parker;2640D-03V32;2500;;;;;;;;
2640N-08V32;ULTRA HIGH PRESSURE HOSE DN12 1800 BAR;Parker;2640N-08V32;1800;;;;;;;;
2648N-32V80;BLACK EAGLE 2″ WP 15.000 PSI;Parker;2648N-32V80;1;;;;;;;;
301SN-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R2AT W.P. 250 BAR 301SN10;Parker;301SN-10;250;13001-10MM;28,5;;;;;;
301SN-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R2AT W.P. 215 BAR 301SN12;Parker;301SN-12;215;13001-12MM;32,3;;;;;;
301SN-16;NO-SKIVE 25.4MM (1) DN25 SAE100R2AT W.P. 165 BAR;Parker;301SN-16;165;13001-16MM;40,8;;;;;;
301SN-20;NO-SKIVE 31.8MM (1-1/4) DN32 SAE100R2AT W.P. 125 BAR;Parker;301SN-20;125;13001-20MM;50,9;;;;;;
301SN-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R2AT W.P. 90 BAR;Parker;301SN-24;90;13001-24MM;58;;;;;;
301SN-32;NO-SKIVE 50.8MM (2) DN50 SAE100R2AT W.P. 80 BAR;Parker;301SN-32;80;13001-32MM;70,8;;;;;;
301SN-4;NO-SKIVE 6.3MM (1/4) DN06 SAE100R2AT W.P. 400 BAR;Parker;301SN-4;400;13001-04MM;17,5;;;;;;
301SN-40;NO-SKIVE 63.1MM (2-1/2) DN63 SAE100R2AT W.P. 69 BAR;F.B. Hydraulic SRL;131110640;69;13001-40MM;;;;;;;
301SN-48;NO-SKIVE 75.5MM (3) DN75 SAE100R2AT W.P. 50 BAR;F.B. Hydraulic SRL;131110648;50;13001-48MM;;;;;;;
301SN-5;NO-SKIVE 7.9MM (5/16) DN08 SAE100R2AT W.P. 350 BAR;Parker;301SN-5;350;13001-05MM;19,4;;;;;;
301SN-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R2AT W.P. 330 BAR;Parker;301SN-6;330;13001-06MM;20,9;;;;;;
301SN-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R2AT W.P. 275 BAR;Parker;301SN-8;275;13001-08MM;25,1;;;;;;
301TC-10;NO-SKIVE 16MM (5/8) DN16 SAE100R2AT W.P. 250 BAR;Parker;301TC-10;250;13001-10MM;;;;;;;
301TC-12;NO-SKIVE 19MM (3/4) DN19 SAE100R2AT W.P. 215 BAR;Parker;301TC-12;215;13001-12MM;;;;;;;
301TC-16;NO-SKIVE 25.4MM (1) DN25 SAE100R2AT W.P. 165 BAR;Parker;301TC-16;165;13001-16MM;;;;;;;
301TC-20;NO-SKIVE 31.8MM (11/4) DN31 SAE100R2AT W.P. 125 BAR;Parker;301TC-20;125;13001-20MM;;;;;;;
301TC-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R2AT W.P. 90 BAR;Parker;301TC-24;90;13001-24MM;;;;;;;
301TC-32;NO-SKIVE 50.8MM (2) DN50 T.C. SAE100R2AT W.P. 80 BAR;Parker;301TC-32;80;13001-32MM;;;;;;;
301TC-4;NO-SKIVE 6.4MM (1/4) DN06 SAE100R2AT W.P. 400 BAR;Parker;301TC-4;400;13001-04MM;;;;;;;
301TC-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R2AT W.P. 330 BAR;Parker;301TC-6;330;13001-06MM;;;;;;;
301TC-8;NO-SKIVE 12MM (1/2) DN10 SAE100R2AT W.P. 275 BAR;Parker;301TC-8;275;13001-08MM;;;;;;;
372RH-10;PARKER RAIL HOSE 372RH DN16;Parker;372RH-10;;;;;;;;;
421SN-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R1AT 1SN W.P. 130 BAR;Parker;421SN-10;130;13001-10MM;26,5;;;13002-10MM;26,8;;
421SN-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R1AT 1SN W.P. 105 BAR;Parker;421SN-12;105;13001-12MM;31,1;;;13002-12MM;31;;
421SN-16;NO-SKIVE 25.4MM (1) DN25 SAE100R1AT 1SN W.P. 88 BAR;Parker;421SN-16;88;13001-16MM;38,3;;;13002-16MM;38,8;;
421SN-20;NO-SKIVE 31.8MM (1-1/4) DN32 SAE100R1AT 1SN W.P. 63 BAR;Parker;421SN-20;63;13001-20MM;48;;;13002-20MM;48;;
421SN-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;421SN-24;50;13001-24MM;55,2;;;13002-24MM;55,2;;
421SN-32;NO-SKIVE 50.8MM (2) DN50 SAE100R1AT 1SN W.P. 40 BAR;Parker;421SN-32;40;13001-32MM;68,5;;;13002-32MM;68,4;;
421SN-4;NO-SKIVE 6.3MM (1/4) DN06 SAE100R1AT 1SN W.P. 225 BAR;Parker;421SN-4;225;13001-04MM;16,5;;;13002-04MM;15,5;;
421SN-5;NO-SKIVE 7.9MM (5/16) DN08 SAE100R1AT 1SN W.P. 215 BAR;Parker;421SN-5;215;13001-05MM;18,7;;;13002-05MM;17,8;;
421SN-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT 1SN W.P. 180 BAR;Parker;421SN-6;180;13001-06MM;20,1;;;13002-06MM;20,4;;
421SN-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT 1SN W.P. 160 BAR;Parker;421SN-8;160;13001-08MM;24,3;;;13002-08MM;23,4;;
421TC-04;NO-SKIVE 6.3MM (1/4) DN06 SAE100R1AT W.P. 225 BAR;Parker;421TC-4;225;13001-04MM;17,5;;;;;;
421TC-06;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT W.P. 180 BAR;Parker;421TC-6;180;13001-06MM;20,9;;;;;;
421TC-08;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT W.P. 160 BAR;Parker;421TC-8;160;13001-08MM;25,1;;;;;;
421TC-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;421TC-24;50;13001-24MM;58;;;;;;
421TC-32;NO-SKIVE 50.8MM (2) DN50 SAE100R1AT 1SN W.P. 40 BAR;Parker;421TC-32;40;13001-32MM;70,8;;;;;;
422-12;NO-SKIVE 19.0MM (3/4) DN19 SAE100R1AT 1SN W.P. 105 BAR;Parker;422-12;105;;;;;;;;
422-16;NO-SKIVE 25.4MM (1) DN25 SAE100R1AT 1SN W.P. 88 BAR;Parker;422-16;88;;;;;;;;
422-24;NO-SKIVE 38.1MM (1-1/2) DN40 SAE100R1AT 1SN W.P. 50 BAR;Parker;422-24;50;;;;;;;;
422-6;NO-SKIVE 9.5MM (3/8) DN10 SAE100R1AT 1SN W.P. 180 BAR;Parker;422-4;180;;;;;;;;
422-8;NO-SKIVE 12.7MM (1/2) DN12 SAE100R1AT 1SN W.P. 160 BAR;Parker;422-8;160;;;;;;;;
431-12;MTR COMPACT NO-SKIVE HOSE;Parker;431-12;;;;;;;;;
431-16;MTR COMPACT NO-SKIVE HOSE;Parker;431-16;;;;;;;;;
431-4;MTR COMPACT NO-SKIVE HOSE;Parker;431-4;;;;;;;;;
431-6;MTR COMPACT NO-SKIVE HOSE;Parker;431-6;;;;;;;;;
431-8;MTR COMPACT NO-SKIVE HOSE;Parker;431-8;;;;;;;;;
441-04;NO-SKIVE 6.3MM (1/4) DN06 SAE100R16 W.P. 350 BAR;Parker;441-4;350;;;;;;;;
441-05;NO-SKIVE 7.9MM (5/16) DN08 SAE100R16 W.P. 297 BAR;Parker;441-5;297;;;;;;;;
441-06;NO-SKIVE 9.5MM (3/8) DN10 SAE100R16 W.P. 280 BAR;Parker;441-6;280;;;;;;;;
441-08;NO-SKIVE 12.7MM (1/2) DN12 SAE100R16 W.P. 245 BAR;Parker;441-8;245;;;;;;;;
441-10;NO-SKIVE 15.9MM (5/8) DN16 SAE100R16 W.P. 192 BAR;Parker;441-10;192;;;;;;;;
441-12;NO-SKIVE 19.1MM (3/4) DN20 SAE100R16 W.P. 157 BAR;Parker;441-12;157;;;;;;;;
441-16;NO-SKIVE 25.4MM (1) DN25 SAE100R16 W.P. 140 BAR;Parker;441-16;140;;;;;;;;
441RH-10;MTR SAE 100 R16 DN16 RAILWAY HOSE;Parker;441RH-10;192;13001-10MM;26,5;;;13002-10MM;26,8;;
441RH-12;MTR SAE 100 R16 DN20 RAILWAY HOSE;Parker;441RH-12;157;13001-12MM;31,1;;;13002-12MM;31;;
441RH-16;MTR SAE 100 R16 DN25 RAILWAY HOSE;Parker;441RH-16;140;13001-16MM;38,3;;;13002-16MM;38,8;;
441RH-4;MTR SAE 100 R16 DN6 RAILWAY HOSE;Parker;441RH-4;350;13001-04MM;16,5;;;13002-04MM;15,5;;
441RH-5;MTR SAE 100 R16 DN8 RAILWAY HOSE;Parker;441RH-5;297;13001-05MM;18,7;;;13002-05MM;17,8;;
441RH-6;MTR SAE 100 R16 DN10 RAILWAY HOSE;Parker;441RH-6;280;13001-06MM;20,1;;;13002-06MM;20,4;;
441RH-8;MTR SAE 100 R16 DN12 RAILWAY HOSE;Parker;441RH-8;245;13001-08MM;24,3;;;13002-08MM;23,4;;
510A-4;PARFLEX 510A-4 DN06;Parker;510A-4;;;;;;;;;
510D-10;PARFLEX 510D-10 DN16 SAE 100 R7 HOSE;Parker;510D-10;;;;;;;;;
510D-12;PARFLEX 510D-12 DN20 SAE 100 R7;Parker;510D-12;;;;;;;;;
510D-16;PARFLEX 510D-16 DN25;Parker;510D-16;;;;;;;;;
510D-3;PARFLEX 510D-3 DN05 ISO / SAE 100 R7;Parker;510D-3;;;;;;;;;
510D-4;PARFLEX 510D-4 DN06 ISO / SAE 100 R7;Parker;510D-4;;;;;;;;;
510D-5;PARFLEX 510D-5 DN08 ISO / SAE 100 R7;Parker;510D-5;;;;;;;;;
510D-5-5;THERMOPLASTIC MEDIUM PRESSURE 8.0MM (5/16) DN08 R7 W.P. 165B;Parker;510D-5-5;165;;;;;;;;
510D-6;PARFLEX 510D-6 DN 10 SAE 100 R7;Parker;510D-6;;;;;;;;;
510D-8;PARFLEX 510D-8 DN12 ISO / SAE 100 R7;Parker;510D-8;;;;;;;;;
5155-3;THERMOPLASTIC FUEL HOSE SAE 30R3 4.3MM (3/16) DN05;Parker;5155-3;;;;;;;;;
5155-5;PARFLEX 5155-5 DN08;Parker;5155-5;;;;;;;;;
518C-04;THERMOPLASTIC NON-CONDUCTIVE 6.3MM (1/4) DN06 R7 WP. 190 BAR;Parker;518C-4;190;;;;;;;;
518C-06;THERMOPLASTIC NON-CONDUCTIVE 9.5MM (3/8) DN10 R7 WP. 155 BAR;Parker;518C-6;155;;;;;;;;
518D-12;PARFLEX 518D-12 DN20 NC HOSE;Parker;518D-12;;;;;;;;;
518D-4;PARFLEX 518D-4 DN06 NC HOSE;Parker;518D-4;;;;;;;;;
518D-8;PARFLEX 518D-8 DN12 NC HOSE;Parker;518D-8;;;;;;;;;
520N-04-04;TWIN PARFLEX 520N-4-4 DN06 R8 520N-4-4;Parker;520N-4-4;;;;;;;;;
520N-05-05;TWIN PARFLEX 520N-5-5 DN08 R8 520N-5-5;Parker;520N-5-5;;;;;;;;;
520N-06-06;TWIN PARFLEX 520N-6-6 DN10 R8 520N-6-6;Parker;520N-6-6;;;;;;;;;
520N-08-08;TWIN PARFLEX 520N-8-8 DN12 R8 520N8-8;Parker;520N-8-8;;;;;;;;;
520N-08-08-08;TRIPLE PARFLEX 520N-8-8-8 DN12 R8 520N-8-8-8-26;Parker;520N-8-8-8-26;;;;;;;;;
520N-3;THERMOPLASTIC HIGH PRESSURE 4.3MM (3/16) DN05 R8 W.P. 345;Parker;520N-3;345;;;;;;;;
520N-4;THERMOPLASTIC HIGH PRESSURE 6.3MM (1/4) DN06 R8 W.P. 345;Parker;520N-4;345;;;;;;;;
520N-5;THERMOPLASTIC HIGH PRESSURE 7.9MM (5/16) DN08 R8 W.P. 310;Parker;520N-5;310;;;;;;;;
520N-6;THERMOPLASTIC HIGH PRESSURE 9.5MM (3/8) DN10 R8 W.P. 275;Parker;520N-6;275;;;;;;;;
520N-8;THERMOPLASTIC HIGH PRESSURE 12.7MM (1/2) DN12 R8 W.P. 240;Parker;520N-8;240;;;;;;;;
526BA-4;BREATHING AIR REFILL HOSE 6000 PSI CONSTANT PRESSURE;Parker;526BA-4;413,7;;;;;;;;
527BA-4;BREATHING AIR REFILL HOSE_REEL;Parker;527BA-4;;;;;;;;;
528N-3;THERMOPLASTIC NON-CONDUCTIVE 4.3MM (3/16) DN05 R8 WP. 345 BA;Parker;528N-3;345;;;;;;;;
528N-4;THERMOPLASTIC NON-CONDUCTIVE 6.3MM (1/4) DN06 R8 WP. 345 BAR;Parker;528N-4;345;;;;;;;;
528N-5;THERMOPLASTIC NON-CONDUCTIVE 7.9MM (5/16) DN08 R8 WP 310 BAR;Parker;528N-5;310;;;;;;;;
528N-6;THERMOPLASTIC NON-CONDUCTIVE 9.5MM (3/8) DN10 R8 WP. 276 BAR;Parker;528N-6;276;;;;;;;;
528N-8;THERMOPLASTIC NON-CONDUCTIVE 12.7MM (1/2) DN13 R8 WP. 241 BA;Parker;528N-8;241;;;;;;;;
53DM-10;THERMOPLASTIC MEDIUM PRESSURE 15.9MM (5/8) DN16 R18 W.P.210B;Parker;53DM-10;210;;;;;;;;
53DM-4;THERMOPLASTIC MEDIUM PRESSURE 6.3MM (1/4) DN06 R18 W.P. 210B;Parker;53DM-4;210;;;;;;;;
53DM-6;THERMOPLASTIC MEDIUM PRESSURE 9.5MM (3/8) DN10 R18 W.P. 210B;Parker;53DM-6;210;;;;;;;;
53DM-8;THERMOPLASTIC MEDIUM PRESSURE 12.7MM (1/2) DN12 R18 W.P.210B;Parker;53DM-8;210;;;;;;;;
540N-2;MTR NYLAFLOW HOSE R7;Parker;540N-2;;;;;;;;;
540N-3;MTR NYLAFLOW HOSE R7;Parker;540N-3;;;;;;;;;
540N-6;MTR NYLAFLOW HOSE R7;Parker;540N-6;;;;;;;;;
540N-8;MTR NYLAFLOW HOSE R7;Parker;540N-8-DL;;;;;;;;;
540P-8;PARFLEX-SCHLAUCH DN12 H;Parker;540P-8;;;;;;;;;
550H-12;THERMOPLASTIC MEDIUM PRESSURE 19.1MM (3/4) DN20 R7 W.P. 85 B;Parker;550H-12-DL;85;;;;;;;;
550H-3;THERMOPLASTIC MEDIUM PRESSURE 4.3MM (3/16) DN05 R7 W.P. 225;Parker;550H-3;225;;;;;;;;
550H-3-3;THERMOPLASTIC MEDIUM PRESSURE 4.3MM (3/16) DN05 R7 W.P. 225;Parker;550H-3-3;225;;;;;;;;
550H-4;THERMOPLASTIC MEDIUM PRESSURE 6.3MM (1/4) DN06 R7 W.P. 210 B;Parker;550H-4;210;;;;;;;;
550H-4-4;THERMOPLASTIC MEDIUM PRESSURE 6.3MM (1/4) DN06 R7 W.P. 210 B;Parker;550H-4-4;210;;;;;;;;
550H-6;THERMOPLASTIC MEDIUM PRESSURE 9.5MM (3/8) DN10 R7 W.P. 175 B;Parker;550H-6;175;;;;;;;;
550H-6-6;THERMOPLASTIC MEDIUM PRESSURE 9.5MM (3/8) DN10 R7 W.P. 155 B;Parker;550H-6-6;155;;;;;;;;
550H-6-6-6;THERMOPLASTIC MEDIUM PRESSURE 9.5MM (3/8) DN10 R7 W.P. 155 B;Hydrauliek Online;550H-6-6-6;155;;;;;;;;
550H-8;THERMOPLASTIC MEDIUM PRESSURE 12.7MM (1/2) DN13 R7 W.P. 140B;Parker;550H-8;140;;;;;;;;
56DH-2;PARKER DIAGNOSTIC PLASTIC HOSE;Parker;56DH-2;;;;;;;;;
575X-12;LOW EXP./WP 5000 PSI PARFLEX;Parker;575X-12;344,7;;;;;;;;
575X-16;LOW EXP./WP 5000 PSI PARFLEX;Parker;575X-16;344,7;;;;;;;;
575X-4;LOW EXP./WP 5000 PSI PARFLEX;Parker;575X-4;344,7;;;;;;;;
575X-6;LOW EXP./WP 5000 PSI PARFLEX;Parker;575X-6;344,7;;;;;;;;
575XN-8;LOW EXP./WP 5000 PSI PARFLEX;Parker;575XN-8;344,7;;;;;;;;
580N-04;PARFLEX HOSE 580N-4;Parker;580N-4;;;;;;;;;
580N-06;PARFLEX HOSE 580N-6;Parker;580N-6;;;;;;;;;
580N-08;PARFLEX HOSE 580N-8;Parker;580N-8;;;;;;;;;
580N-08-08;PARFLEX TWIN HOSE 580N-8-8;Parker;580N-8-8;;;;;;;;;
580N-12;PARFLEX HOSE 580N-12;Parker;580N-12;;;;;;;;;
588N-06;MTR PARFLEX SLANG R8 588N-6;Parker;588N-6;;;;;;;;;
588N-08;MTR PARFLEX SLANG R8 588N-8;Parker;588N-8;;;;;;;;;
588N-10;MTR PARFLEX SLANG R8;Parker;588N-10;;;;;;;;;
588N-12;MTR PARFLEX SLANG R8;Parker;588N-12;;;;;;;;;
588N-4;MTR PARFLEX SLANG R8;Parker;588N-4;;;;;;;;;
7200-04;HYDR. HOSE 700 BAR;Calseyde;VHP-DN06-0412;700;7201-04;16,6;;;;;;
7200-04TWIN;HYDR. HOSE 700 BAR TWIN;Calseyde;VHPD-DN06-1412;700;;;;;;;;
7200-06;HYDR. HOSE 700 BAR;Calseyde;VHP-DN10-0414;700;7201-06;22,1;;;;;;
7200-06LGR;HYDR. HOSE 700 BAR LIME GREEN;Calseyde;VHP-DN10-0404 LIOME GREEN;700;;;;;;;;
7200-06ORA;HYDR. HOSE 700 BAR ORANGE;Calseyde;VHP-DN10-0404 ORANGE;700;;;;;;;;
7200N-04;HYDR. HOSE 700 BAR NON-CONDUCTIVE;Calseyde;VHP-DN06-0462;700;;;;;;;;
811-12;NO-SKIVE 19.1MM (3/4) DN20 SAE 100R4 SUCTION AND RETURN;Parker;811-12;21;;;;;;;;
811-16;NO-SKIVE 25.4MM (1) DN25 SAE 100R4 SUCTION AND RETURN;Parker;811-16;17;;;;;;;;
811-20;NO-SKIVE 31.8MM (1-1/4) DN32 100R4 SUCTION AND RETURN;Parker;811-20;14;;;;;;;;
811-24;NO-SKIVE 38.1MM (1-1/2) DN40 100R4 SUCTION AND RETURN;Parker;811-24;10;;;;;;;;
811-32;NO-SKIVE 50.8MM (2) DN50 100R4 SUCTION AND RETURN;Parker;811-32;7;;;;;;;;
811-40;NO-SKIVE 62.3MM (2-1/2) DN62 100R4 SUCTION AND RETURN;Parker;811-40;4;;;;;;;;
811-48;NO-SKIVE 75MM (3) DN75 100R4 SUCTION AND RETURN;Parker;811-48;4;;;;;;;;
811-56;NO-SKIVE 89MM (3-1/2) DN90 100R4 SUCTION AND RETURN;Dietzel;14A-56;;;;;;;;;
811S-32;NO-SKIVE 50.8MM (2) 100R4 SUCTION AND RETURN;Parker;811S-32;10;;;;;;;;
811S-40;NO-SKIVE 63.5MM (2-1/2) 100R4 SUCTION AND RETURN;Parker;811S-40;10;;;;;;;;
811S-48;NO-SKIVE 76.2MM (3) 100R4 SUCTION AND RETURN;Parker;811S-48;10;;;;;;;;
811S-56;NO-SKIVE 88.9MM (31/2) 100R4 SUCTION AND RETURN;Parker;811S-56;;;;;;;;;
811S-64;NO-SKIVE 101.6MM (4) 100R4 SUCTION AND RETURN;Parker;811S-64;;;;;;;;;
811S-80;NO-SKIVE 127.0MM (5) 100R4 SUCTION AND RETURN;Parker;811S-80;;;;;;;;;
811S-96;NO-SKIVE 152.4MM (6) 100R4 SUCTION AND RETURN;Parker;811S-96;;;;;;;;;
881-12;NO-SKIVE 19.1MM (3/4) DN20 SAE 100R4 SUCTION AND RETURN;Parker;881-12;21;;;;;;;;
881-16;NO-SKIVE 25.4MM (1) DN25 SAE 100R4 SUCTION AND RETURN;Parker;881-16;17;;;;;;;;
881-20;NO-SKIVE 31.8MM (1-1/4) DN32 100R4 SUCTION AND RETURN;Parker;881-20;14;;;;;;;;
881-24;NO-SKIVE 38.1MM (1-1/2) DN40 100R4 SUCTION AND RETURN;Parker;881-24;10;;;;;;;;
881-32;NO-SKIVE 50.8MM (2) DN50 100R4 SUCTION AND RETURN;Parker;881-32;7;;;;;;;;
881-40;NO-SKIVE 63.5MM (21/2) DN63 100R4 SUCTION AND RETURN;Parker;881-40;4;;;;;;;;
919-6;SMOOTH BORE PTFE HOSE 5/16 DN8 W.P. 170 BAR;Parker;919-6;170;;;;;;;;
919U-12;SMOOTH BORE PTFE HOSE 5/8 DN16 W.P. 80 BAR;Parker;919U-12;80;;;;;;;;
919U-16;SMOOTH BORE PTFE HOSE 7/8 DN22 W.P. 69 BAR;Parker;919U-16;69;;;;;;;;
919U-4;SMOOTH BORE PTFE HOSE 3/16 DN5 W.P. 210 BAR;Parker;919U-4;210;;;;;;;;
919U-6;SMOOTH BORE PTFE HOSE 5/16 DN8 W.P. 170 BAR;Parker;919U-6;170;;;;;;;;
919U-8;SMOOTH BORE PTFE HOSE 13/32 W.P.140 BAR;Parker;919U-8;140;;;;;;;;
AIR06MM;AIRHOSE AIRFORM PLW 20 ø 6x12 mm;Peters;P002228;;;;;;;;;
AIR08MM;LUCHTSLANG AIRFORM BS5118/2;Peters;P002231;;;;;;;;;
AIR10MM;LUCHTSLANG AIRFORM BS5118/2-ø10X17MM;Peters;P002208;;;;;;;;;
AIR10MMGEEL 15 BAR;AIRHOSE UNIVERSAL/15 YELLOW ø 10x3,5;Peters;P001869;;;;;;;;;
AIR13MM;AIRHOSE AIRFORM PLW 20 Ø 13 x 21 mm;Peters;P002211;;;;;;;;;
